Request,Response Time (s)
1,0.10255098342895508
2,0.10212016105651855
3,0.10305356979370117
4,0.10282635688781738
5,0.10405540466308594
6,0.10257983207702637
7,7.058705806732178
8,7.97538948059082
9,9.227541446685791
10,0.10246801376342773
11,0.10342931747436523
12,8.153599739074707
13,11.045510053634644
14,0.10366320610046387
15,4.80637526512146
16,0.10241031646728516
17,9.186901330947876
